species,gear_type,start_date,spec_num,id_genetics,TL,wgt,sex,gonad_stage,gonad_wgt,lat,lon,site_1,site_2,gene,otoliths
Lates calcarifer,Unknown,3/5/2017,BA170503-01,NA,713,NA,f,NA,NA,NA,NA,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Unknown,3/5/2017,BA170503-02,NA,765,NA,m,NA,NA,NA,NA,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Unknown,3/5/2017,BA170503-03,NA,815,NA,NA,NA,NA,NA,NA,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,4/5/2017,BA170504-01,NA,810,NA,f,2,NA,-15.60156944,125.2883388888889,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,4/5/2017,BA170504-02,NA,850,NA,f,2,NA,-15.60156944,125.2883388888889,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,4/5/2017,BA170504-03,NA,650,NA,m,NA,NA,-15.60156944,125.2883388888889,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,4/5/2017,BA170504-04,NA,710,NA,m,2,NA,-15.60156944,125.2883388888889,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,4/5/2017,BA170504-05,NA,740,NA,NA,2,NA,-15.60156944,125.2883388888889,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-01,NA,862,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,1
Lates calcarifer,Gillnet,5/5/2017,BA170505-02,NA,761,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-03,NA,795,NA,f,NA,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-04,NA,923,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-05,NA,856,NA,m,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-06,NA,826,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-07,NA,800,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-08,NA,780,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-09,NA,870,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,5/5/2017,BA170505-10,NA,880,NA,f,2,NA,-15.6253,125.31772708333334,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-01,NA,780,NA,m,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-02,NA,890,NA,f,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-03,NA,835,NA,f,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-04,NA,909,NA,m,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-05,NA,811,NA,m,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-06,NA,876,NA,m,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,6/5/2017,BA170506-07,NA,756,NA,m,2,NA,-15.53345417,125.21413749999999,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-01,NA,875,NA,m,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-02,NA,770,NA,f,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-03,NA,840,NA,m,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-04,NA,780,NA,f,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-05,NA,865,NA,m,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-06,NA,810,NA,f,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,7/5/2017,BA170507-07,NA,835,NA,f,2,NA,-15.50044815,125.06919444444445,Lower Prince Regent,St George Basin,TRUE,0
Lates calcarifer,Gillnet,8/5/2017,BA170508-01,NA,737,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-02,NA,935,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-03,NA,897,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-04,NA,784,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-05,NA,769,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-06,NA,756,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-07,NA,881,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-08,NA,675,NA,NA,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,1
Lates calcarifer,Gillnet,8/5/2017,BA170508-09,NA,902,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-10,NA,893,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-11,NA,707,NA,m,NA,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-12,NA,854,NA,NA,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-13,NA,780,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-14,NA,741,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-15,NA,716,NA,m,NA,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-16,NA,828,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-17,NA,857,NA,m,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,8/5/2017,BA170508-18,NA,756,NA,f,2,NA,-15.48649,124.96696166666668,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-01,NA,796,NA,f,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-02,NA,810,NA,m,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-03,NA,885,NA,m,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-04,NA,801,NA,m,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,TRUE,1
Lates calcarifer,Gillnet,9/5/2017,BA170509-05,NA,751,NA,f,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,TRUE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-06,NA,760,NA,f,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-07,NA,755,NA,m,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-08,NA,829,NA,m,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-09,NA,892,NA,f,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,9/5/2017,BA170509-10,NA,691,NA,f,2,NA,-15.496045,125.00023000000002,Lower Prince Regent,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-01,NA,800,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,TRUE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-02,NA,812,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,TRUE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-03,NA,841,NA,m,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,TRUE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-04,NA,860,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,TRUE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-05,NA,842,NA,m,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,TRUE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-06,NA,806,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-07,NA,810,NA,m,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-08,NA,747,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-09,NA,812,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-10,NA,821,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-11,NA,828,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-12,NA,838,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-13,NA,818,NA,m,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-14,NA,844,NA,NA,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-15,NA,831,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-16,NA,812,NA,NA,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-17,NA,789,NA,f,NA,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-18,NA,830,NA,NA,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-19,NA,800,NA,f,NA,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-20,NA,865,NA,f,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-21,NA,828,NA,m,NA,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-22,NA,844,NA,m,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,10/5/2017,BA170510-23,NA,810,NA,m,2,NA,-15.32320667,125.15238833333335,Spitfire creek,St George Basin,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-40,NA,915,NA,f,2,28.58,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-41,NA,765,NA,f,2,2.48,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-42,NA,907,NA,m,2,30.44,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-43,NA,842,NA,f,2,46.88,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-44,NA,832,NA,m,2,17.04,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-45,NA,705,NA,f,2,0.94,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-46,NA,805,NA,f,2,32.16,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-47,NA,750,NA,f,2,2.6,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-48,NA,836,NA,f,2,17.34,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-49,NA,872,NA,f,2,18.24,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-50,NA,795,NA,m,2,NA,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-51,NA,773,NA,f,2,16.92,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-52,NA,795,NA,m,2,13.2,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-53,NA,810,NA,m,2,3.26,-16.10119167,124.47525416666667,Raft Point,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-01,NA,750,NA,m,2,1.2,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-02,NA,651,NA,m,2,1.1,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-03,NA,750,NA,f,2,3.2,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,TRUE,1
Lates calcarifer,Gillnet,12/5/2017,BA170512-04,NA,740,NA,m,2,1.4,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-05,NA,748,NA,m,2,2.1,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-06,NA,986,NA,f,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-07,NA,685,NA,m,2,2.26,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-08,NA,664,NA,m,2,1.56,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-09,NA,741,NA,m,2,9.76,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-10,NA,650,NA,m,2,1.94,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-11,NA,731,NA,m,2,1.1,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-12,NA,680,NA,m,2,0.88,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-13,NA,748,NA,NA,2,1.84,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-14,NA,615,NA,m,2,1.3,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-15,NA,795,NA,f,2,2.64,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-16,NA,652,NA,m,NA,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-17,NA,616,NA,m,2,1.68,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-18,NA,745,NA,f,2,11.48,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-19,NA,713,NA,m,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-20,NA,708,NA,f,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-21,NA,757,NA,NA,2,9.5,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-22,NA,610,NA,f,2,1.44,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-23,NA,915,NA,m,2,21.74,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-24,NA,703,NA,m,NA,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-25,NA,800,NA,m,2,12,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,1
Lates calcarifer,Gillnet,12/5/2017,BA170512-26,NA,698,NA,m,2,1.06,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-27,NA,730,NA,m,2,1.94,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-28,NA,660,NA,m,2,0.64,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-29,NA,700,NA,m,2,1.66,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-30,NA,640,NA,m,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-31,NA,750,NA,m,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-32,NA,678,NA,f,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-33,NA,710,NA,m,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-34,NA,757,NA,m,2,1.96,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-35,NA,770,NA,m,2,14.08,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-36,NA,704,NA,m,2,2.56,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-37,NA,704,NA,f,2,1.54,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-38,NA,625,NA,m,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,12/5/2017,BA170512-39,NA,666,NA,f,2,NA,-16.09182167,124.61297166666668,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-57,NA,710,NA,m,2,NA,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-41,NA,755,NA,m,2,NA,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-42,NA,740,NA,f,2,5.88,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-43,NA,734,NA,m,2,1.98,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-44,NA,846,NA,m,2,1.64,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-45,NA,783,NA,m,2,13.64,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-46,NA,876,NA,NA,2,NA,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-47,NA,752,NA,f,2,2.06,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-48,NA,834,NA,m,2,2.24,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-53,NA,727,NA,m,NA,NA,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-54,NA,722,NA,f,2,8.02,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-55,NA,722,NA,m,2,1.14,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-56,NA,786,NA,f,2,NA,-16.07328333,124.60911875000001,Red Cone Bay,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-01,NA,804,NA,m,2,22.6,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-02,NA,793,NA,m,2,0.91,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-03,NA,717,NA,m,2,1.66,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-04,NA,742,NA,m,2,0.66,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,TRUE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-05,NA,758,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-06,NA,675,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-07,NA,621,NA,f,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-08,NA,774,NA,m,2,2.46,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-09,NA,736,NA,m,2,1.22,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-10,NA,840,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-11,NA,639,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-12,NA,702,NA,m,2,1.32,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-13,NA,633,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-14,NA,663,NA,f,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-15,NA,760,NA,m,2,2.5,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-16,NA,796,NA,m,2,2.76,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-17,NA,835,NA,m,2,13.52,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-18,NA,660,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-19,NA,719,NA,m,2,NA,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
Lates calcarifer,Gillnet,13/5/2017,BA170513-20,NA,662,NA,f,2,1.2,-16.18107381,124.51098095238095,Three Ways,Doubtful Bay,FALSE,2
